method,sample_idx,psnr,ssim,speed_mae,speed_rmse,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_delta,grad_mae,grad_w1,grad_kurtosis_delta,exceed_err_5ms,exceed_err_10ms,exceed_err_15ms,exceed_err_20ms,exceed_err_p90,exceed_err_p95,exceed_err_p99,exceed_frac_abs_delta_t5,exceed_frac_abs_delta_t10,exceed_frac_abs_delta_t15,exceed_frac_abs_delta_p90,exceed_frac_abs_delta_p95,exceed_frac_abs_delta_p99
bicubic,109,30.10812409736201,0.7316991206122442,0.6449770381192429,1.0825045242317033,-26.709651840763005,142.78928414592423,270.73392191123526,41.56871383163705,2.2441350618685414,0.5540556276002624,0.39891540211630677,0.35801139655392034,-2.7766749387964147,0.007711999999999941,0.0025519999999999987,-0.015031999999999997,-0.000568,-0.015376,-0.012904000000000006,-0.00594,0.007712,0.002552,0.015032,0.015344,0.01288,0.005932
cnn,110,30.037522383683086,0.7284390811228131,0.7146677651239267,1.126023716320489,-36.6823754062422,161.20727060689092,281.4368239553897,44.91361768577914,1.3516885674110004,-0.3664758791692728,0.37181219855601905,0.280674770319454,3.290560752626229,0.0040080000000000116,-0.0020759999999999668,-0.01976,-0.000628,-0.02013200000000001,-0.016212000000000004,-0.006236,0.004008,0.002076,0.01976,0.019888,0.016164,0.006192
gan,110,27.89764384462831,0.6004423207557997,0.9259773849196311,1.4150931535138542,22.24829623887212,218.28630900641457,392.4429003294756,23.88252697856198,0.5712102309816739,-0.1408169369202703,0.3900329553275293,0.049090222654684074,7.952958067017269,0.0021999999999999797,0.019592000000000054,-0.003355999999999998,0.0007120000000000001,-0.0034600000000000047,0.00040799999999999864,0.0014920000000000003,0.0022,0.019592,0.003356,0.003216,0.000456,0.001536
bicubic,110,30.793165377388426,0.7383175997122212,0.6331066923685286,1.064179501352122,-25.65248105789611,140.4488150259057,266.7516145918769,40.462015732984135,2.1591606984322356,0.5975881770936162,0.3951195397930894,0.3554729898658371,-2.933199535952614,0.007959999999999967,0.0020240000000000258,-0.014600000000000002,-0.000692,-0.01466400000000001,-0.011744000000000004,-0.004656,0.00796,0.002024,0.0146,0.01442,0.011696,0.004612
cnn,111,30.903633278017615,0.7264306708644134,0.6916674967044897,1.0887737797529236,-35.80731711379926,154.3263218374894,268.9987631360607,44.07509201114595,1.2568062736648455,-0.22824035448011415,0.35867880022726695,0.26751389398625963,2.813907569092848,0.005364000000000035,-0.007435999999999998,-0.016236000000000014,-0.0006119999999999999,-0.015892000000000003,-0.011964000000000002,-0.006124,0.005364,0.007436,0.016236,0.015672,0.011868,0.006112
gan,111,28.776301097243913,0.5961584936134728,0.9031087883388466,1.3697423855019237,22.933493253340476,210.93888328379015,375.97635956271097,25.0196749284367,0.5734830999144959,-0.06859022388224645,0.3789077163667827,0.04959786863936243,9.27764727430397,0.0030440000000000467,0.019755999999999996,-0.0026520000000000155,0.000836,-0.002584000000000003,-4.799999999999943e-05,0.000959999999999999,0.003044,0.019756,0.002652,0.002364,4.8e-05,0.000972
bicubic,111,31.7274375731257,0.7386978338085626,0.6127151971247882,1.0279627819655037,-23.196453339101065,134.11315918875607,253.40700575418197,36.70971548460429,2.0261905914261296,0.7230752515931824,0.3794566975999055,0.34031827899494216,-4.268787466843511,0.00852799999999998,2.8000000000028002e-05,-0.010812000000000002,-0.000636,-0.010732000000000005,-0.007904000000000001,-0.0034920000000000003,0.008528,2.8e-05,0.010812,0.010512,0.007808,0.00348
cnn,112,30.450151307502253,0.7244779498983197,0.6634572178386375,1.0329736184959493,-32.026654576366504,143.50035303028852,245.47779469908093,38.22159545887446,1.1915845111028303,-0.12521426675373526,0.34239979448735314,0.2588902384484838,3.359199122602451,0.005755999999999983,-0.01130399999999998,-0.012479999999999991,-0.00031600000000000004,-0.01247200000000001,-0.008052000000000004,-0.00572,0.005756,0.011304,0.01248,0.012376,0.008052,0.005668
gan,112,28.275192771148816,0.5937705498413876,0.8721665853610011,1.3029555088635725,22.334933323274747,196.2630591020233,339.32025229044507,25.702600522526215,0.5506736222420892,-0.06570602680330939,0.36197160080528396,0.043900084432753624,10.485235158157472,0.00541999999999998,0.018715999999999955,-0.0027399999999999924,0.0006479999999999999,-0.002728000000000008,0.00029599999999999765,0.0006280000000000001,0.00542,0.018716,0.00274,0.002632,0.000296,0.00068
bicubic,112,31.366504245649217,0.7411328808646548,0.5819505816480682,0.9666491379035053,-19.89741992966517,122.50866574036193,226.6264056310119,30.127840774675562,1.882282030651118,0.7662035048350395,0.3587148434569615,0.3208651895793231,-3.8981870895004196,0.010136000000000034,-0.005091999999999985,-0.008351999999999998,-0.00032,-0.007432000000000008,-0.004616000000000002,-0.002804,0.010136,0.005092,0.008352,0.007336,0.004616,0.002752
cnn,113,30.187587966342996,0.7167967801775413,0.6357421635060485,0.9812473827292586,-30.4238001428597,131.62515839592504,224.987759861083,35.38424844982369,1.101536721145679,0.05304901309392207,0.3245688700172732,0.24441240424177083,0.1750850580126162,0.00795200000000007,-0.013055999999999957,-0.016204000000000024,-6.4e-05,-0.011928000000000008,-0.005303999999999996,-0.007852,0.007952,0.013056,0.016204,0.01186,0.005276,0.007804
gan,113,27.992375396391843,0.5816108962996454,0.8313628366925347,1.2399010854034074,19.915665073936136,176.6665857100056,300.9853003893038,23.70246807988468,0.5195824312358625,-0.027955801109913914,0.34389792994973234,0.03797010031524734,10.840209017423458,0.0033440000000000136,0.01669200000000004,0.0007959999999999912,0.00043200000000000004,-0.002724000000000004,0.0005440000000000028,-0.001988,0.003344,0.016692,0.000796,0.002656,0.000572,0.00194
bicubic,113,31.185194031584196,0.7367052956337699,0.5504592567997306,0.9093224133562771,-17.512664552018133,109.8232400592519,199.55014838733064,24.832373483032974,1.6573965373632955,0.8620557214434599,0.3416509944154066,0.30526948352441774,-4.062949948743642,0.011912000000000034,-0.009568000000000021,-0.004148000000000013,-6.4e-05,-0.006284000000000012,-0.0021720000000000003,-0.0023160000000000004,0.011912,0.009568,0.004148,0.006216,0.002144,0.002268
cnn,114,30.460243222561022,0.721715403871732,0.6214262009330854,0.944233118157414,-26.507391649619006,125.59870183246073,214.57830061060892,30.406132950063895,1.0532220726130546,0.11457080104338635,0.31397800771114026,0.22890027411812303,-3.986473965931717,0.005083999999999977,-0.01569200000000004,-0.007440000000000002,-0.00032799999999999995,-0.00975200000000001,-0.0014200000000000046,-0.004812,0.005084,0.015692,0.00744,0.00968,0.001416,0.004784
gan,114,28.348978372777253,0.5897346641341877,0.8062305045345982,1.1795420436124067,16.083466329219565,167.0707294466077,275.5167716705199,20.661644497463826,0.5079236122824564,0.03640075959254441,0.33074136159288536,0.049423461584138524,10.120967799445655,0.005372000000000043,0.013548000000000004,0.0023360000000000047,-0.00024799999999999996,-0.0022120000000000056,0.0019479999999999983,-0.0020840000000000008,0.005372,0.013548,0.002336,0.00214,0.001952,0.002056
bicubic,114,31.58555408651756,0.7446479383785094,0.5278645134112464,0.8667615075088873,-16.11394175268786,101.48544153856665,183.30600541821366,21.491728565827312,1.5431319085061141,0.8716228591174553,0.32752262820630357,0.2922680171961596,-5.6807618705613265,0.011963999999999975,-0.010524000000000033,-0.0028760000000000174,-0.00028,-0.006240000000000009,-0.0007800000000000029,-0.0020800000000000003,0.011964,0.010524,0.002876,0.006168,0.000776,0.002052
cnn,115,31.108482310211272,0.7448741245762643,0.6144428989337575,0.9366984963330399,-26.012015236199726,122.10407410671878,213.296980715004,30.355454052616633,0.9900700438825164,0.18769077352161823,0.31293359350619665,0.22941120643874646,-0.3028216659759977,0.008647999999999989,-0.015344000000000024,-0.0027639999999999887,-0.000388,-0.011363999999999999,-0.0014040000000000025,-0.0025960000000000002,0.008648,0.015344,0.002764,0.0112,0.001356,0.002596
gan,115,29.04287752514754,0.6237779275225871,0.7952351941059252,1.1642791749890464,19.601826890194335,162.2099346482524,268.377179072677,21.431968876332338,0.5030585003511572,0.051873394850370236,0.32976258928460284,0.0548116910800095,1.7877076048126135,0.008535999999999988,0.012699999999999989,0.0028519999999999934,-0.0005319999999999999,0.002939999999999998,0.0007479999999999987,0.00020000000000000052,0.008536,0.0127,0.002852,0.003104,0.000796,0.0002
bicubic,115,32.282797297236726,0.7635071296461996,0.525151263411848,0.8591011396179027,-16.87865589334835,99.09585703816515,181.77031093678613,21.95652164137223,1.4261779259616032,0.92398219695963,0.3280608356735547,0.29259073299586347,-6.698145115056279,0.01341199999999998,-0.014564000000000021,-0.002455999999999986,-0.000548,-0.005424000000000012,-0.0017600000000000046,-0.0019120000000000005,0.013412,0.014564,0.002456,0.00526,0.001712,0.001912
cnn,116,30.59615191508248,0.7114002308348402,0.6464143908122797,0.9788131949835595,-26.212277050671627,128.89193174725185,222.10166739218639,30.57139436897067,0.9497940266569979,0.1726746109972508,0.3238515655975949,0.2267249166555612,-0.4443040091175483,0.0050120000000000164,-0.01701600000000003,-0.007192000000000004,-0.000428,-0.01150000000000001,-0.0034120000000000053,-0.003504,0.005012,0.017016,0.007192,0.01148,0.003408,0.003452
gan,116,28.57390419900739,0.577437519377977,0.8231132865234987,1.2023666152994916,16.005985219252608,166.1647909134848,275.2521020067071,18.00252077442084,0.4847897438115065,0.020748682442338406,0.34509809848952694,0.06049716650503099,3.9544390500414934,0.01130399999999998,0.010531999999999986,0.0048839999999999995,-0.00010799999999999997,0.0014160000000000006,0.00043999999999999595,-0.0012440000000000003,0.011304,0.010532,0.004884,0.001436,0.000444,0.001192
bicubic,116,31.845432849054212,0.7352856812875709,0.5428407276489868,0.8863472305706731,-17.757063465784988,101.22604163169734,185.9098529746352,23.819068075091664,1.3988512917838003,0.9009497980946883,0.33920941686020395,0.3024294934208401,-4.392294324302254,0.012472000000000039,-0.01653199999999999,-0.0010560000000000014,-0.00052,-0.003976000000000007,-0.0024400000000000047,-0.0011160000000000007,0.012472,0.016532,0.001056,0.003956,0.002436,0.001064
cnn,117,30.501483170301974,0.718373641898847,0.6639548415892242,1.001935366507705,-29.122335455160844,135.17432235359058,229.46913032886206,34.645940417516655,0.9789486896970847,0.10072417638522069,0.3318583129288192,0.2302851893960349,-1.3026627803788084,0.005767999999999995,-0.014671999999999963,-0.007716000000000001,-0.00033199999999999994,-0.0073760000000000076,-0.005556000000000005,-0.0040360000000000005,0.005768,0.014672,0.007716,0.007352,0.00548,0.004036
gan,117,28.50430011923981,0.5955029690568223,0.8528117825519728,1.2412573117019308,15.023020885787723,176.8666301760231,290.9028424423997,18.839391700651433,0.49873599336427094,-0.04723055986634783,0.35666330072337205,0.05570802830102749,2.7135691682971004,0.008560000000000012,0.011452000000000018,0.005059999999999981,-0.0005839999999999999,0.00015999999999999348,-0.0002600000000000033,-0.002288,0.00856,0.011452,0.00506,0.000184,0.000184,0.002288
bicubic,117,31.716517789875127,0.7383292458497485,0.563677659676129,0.9196258727222301,-18.99164677935064,107.03818856206688,196.18474011445963,27.78382389610471,1.4323338713256175,0.8280899841932947,0.3505540695888895,0.3118481294308945,-4.725674103600806,0.010951999999999962,-0.021335999999999966,0.00025599999999997847,-0.000748,-0.004928000000000002,-0.0037760000000000016,-0.0018360000000000008,0.010952,0.021336,0.000256,0.004904,0.0037,0.001836
cnn,118,30.425345206995495,0.7297502589222499,0.6727286401102728,1.019100908328533,-29.551233934433053,140.46376569793412,234.7176304118259,34.58610641656813,0.9542794066839542,0.025181117686014165,0.33446042034755985,0.23429320315012828,-2.3227801907320416,0.008000000000000007,-0.021659999999999957,-0.009244000000000002,-0.000344,-0.007172000000000012,-0.010140000000000003,-0.003868,0.008,0.02166,0.009244,0.007112,0.010092,0.00386
gan,118,28.719502505656706,0.6101763657265425,0.8470162980859163,1.2427323051875006,12.171900566601952,181.6380971228814,295.86849048274354,14.861711324844983,0.5039787954289228,-0.09363188501273267,0.36480661665089376,0.06845863521867787,0.6881969222561697,0.009871999999999992,0.006871999999999989,0.005727999999999983,9.6e-05,0.0008599999999999997,-0.0017759999999999998,5.6000000000000494e-05,0.009872,0.006872,0.005728,0.00092,0.001728,6.4e-05
bicubic,118,31.73107081446134,0.745845395699047,0.5719225745855913,0.9345852018965581,-19.87993413067142,112.10802668921451,204.03844488747524,29.90324535130146,1.4094685783995438,0.781949004757331,0.3574446368584785,0.3177213710989874,-5.536865048523378,0.009679999999999911,-0.02441199999999999,-0.004168000000000005,-0.00035600000000000003,-0.0035480000000000095,-0.004543999999999999,-0.003188,0.00968,0.024412,0.004168,0.003488,0.004496,0.00318
cnn,119,30.43036359868084,0.7353426800165713,0.6686771107712965,1.0198282642615222,-32.07514009245039,142.70092576098088,239.47085778280825,36.37138017444438,0.9425043572319826,-0.025556273731772272,0.33571499471811567,0.23557640200319013,-0.31424369885003856,0.008500000000000063,-0.022108000000000017,-0.006975999999999982,-0.000552,-0.008407999999999999,-0.008236,-0.005204,0.0085,0.022112,0.006976,0.008228,0.008156,0.005192
gan,119,28.648593497360277,0.6169228426700112,0.8492398962174321,1.241841977734026,9.878696749151981,183.49601113055056,292.70792104521934,17.452685252414337,0.49244581765874706,-0.11371641839159796,0.36235774053472064,0.07260206039163997,0.6629916498412669,0.007672000000000012,0.007127999999999912,0.0042280000000000095,-0.000488,-0.0017320000000000113,0.0006639999999999979,-0.002196,0.007672,0.007128,0.004228,0.001552,0.000744,0.002184
bicubic,119,31.71256787458814,0.7531908347770319,0.5710770215084379,0.9343359385704433,-19.796507150266756,114.34745936559699,208.44628083967947,29.8499506183368,1.3532760944789173,0.715740719771536,0.35627434687829673,0.31596131802585076,-4.528046916958262,0.012072000000000083,-0.020652000000000004,-0.0030759999999999954,-0.00047999999999999996,-0.003804000000000002,-0.004300000000000005,-0.001948,0.012072,0.020652,0.003076,0.003624,0.00422,0.001936
cnn,120,29.87255422860474,0.7163986499137758,0.6818681630517662,1.0353184917731788,-33.44172195487045,147.79591200768394,246.65512336515584,38.06893913748894,0.9081499618906306,0.05318685029160797,0.3382016856093417,0.23682892003560707,-2.1865425483743994,0.007535999999999987,-0.009767999999999999,-0.007507999999999987,-0.00046,-0.0072640000000000066,-0.008304000000000006,-0.006396000000000001,0.007536,0.009768,0.007508,0.00726,0.00822,0.00638
gan,120,28.05640562686896,0.5844846785429695,0.8565562594199194,1.2621611461214246,12.1318082718397,189.58734639900567,306.0154559826715,18.716886751332574,0.4732186985105963,-0.06919945993213528,0.36960340035765415,0.07494999909427054,0.3390607420908438,0.006099999999999994,0.006743999999999972,0.006024000000000002,-0.000268,0.0008559999999999957,-0.0008760000000000018,-0.00332,0.0061,0.006744,0.006024,0.00086,0.000792,0.003304
bicubic,120,31.105484152989664,0.7374798823320622,0.5748884039489285,0.953647386973877,-20.348312083922462,117.51220612321498,221.09556041548208,30.15047266401861,1.3080643805931833,0.7320183262527351,0.3577646844367179,0.31666981508116415,-5.6018828612341345,0.013252000000000042,-0.012944000000000067,-0.003248000000000001,-0.000468,-0.0052320000000000005,-0.0036440000000000014,-0.003168,0.013252,0.012944,0.003248,0.005228,0.00356,0.003152
cnn,121,29.25515081611405,0.7223842000246548,0.6842267748228925,1.033490804884211,-33.96876796093038,152.88665888350965,252.221912116904,38.21390632037105,0.9063563240280449,0.05985524344191129,0.33688904233320444,0.23932626459025055,-0.5176271805256007,0.006240000000000023,-0.007260000000000044,-0.015684000000000003,-0.0005,-0.005304000000000003,-0.010776,-0.0033360000000000004,0.00624,0.00726,0.015684,0.005304,0.01066,0.003336
gan,121,27.44935036722008,0.5983607596541033,0.8478439028649115,1.2526027839822398,12.532609296810888,189.5843021270094,301.63456164659175,17.13538031496764,0.46097989322268457,-0.06820783332181124,0.3601832970127603,0.07581278053528069,0.6747514645368735,0.0047320000000000695,0.011035999999999935,0.002591999999999983,-0.0005160000000000001,0.00019999999999999185,-0.00030000000000000165,-0.002392,0.004732,0.011036,0.002592,0.0002,0.000184,0.002392
bicubic,121,30.540136144832715,0.7442892890705086,0.5715665393897036,0.9446641858673441,-19.664640923821885,118.88772387625536,216.32334285900808,29.467470493702137,1.2616103064457462,0.72510368189762,0.35541646462651416,0.3160655628805175,-4.154237614750381,0.01377600000000001,-0.013303999999999983,-0.007088000000000011,-0.00048000000000000007,-0.004068000000000002,-0.0045560000000000045,-0.001972,0.013776,0.013304,0.007088,0.004068,0.00444,0.001972
cnn,122,29.475967731375373,0.7120179698317358,0.6859631938043412,1.0370983015357305,-33.165578122960035,154.58235558421993,249.20231682934485,37.3583200152161,0.8459814202717981,0.06954255440184998,0.33296904110795034,0.22725154734981254,-0.30885946249737906,0.005800000000000027,-0.0046599999999999975,-0.017083999999999988,-0.0003759999999999999,-0.003972000000000003,-0.009016000000000003,-0.0059240000000000004,0.0058,0.00466,0.017084,0.00394,0.009008,0.005896
